# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PSD3	ENSG00000156011	ENST00000523619	protein_coding	0	1	2	34	7	0	0	0	0	0	8	0	19	2	0	0	0	1	0	0	0	1	0
PSKH2	ENSG00000147613	ENST00000276616	protein_coding	0	0	1	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
PSKH2	ENSG00000147613	ENST00000517981	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PSKH2	ENSG00000147613	ENST00000523010	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PTDSS1	ENSG00000156471	ENST00000337004	nonsense_mediated_decay	1	1	0	12	0	0	0	0	0	0	0	0	13	0	0	0	1	2	0	0	0	0	1
PTDSS1	ENSG00000156471	ENST00000455950	protein_coding	1	1	0	12	0	0	0	0	0	0	0	0	13	0	0	0	1	2	0	0	0	0	1
PTDSS1	ENSG00000156471	ENST00000517309	protein_coding	1	1	0	12	0	0	0	0	0	0	0	0	13	0	0	0	1	2	0	0	0	0	1
PTDSS1	ENSG00000156471	ENST00000517557	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PTDSS1	ENSG00000156471	ENST00000517982	retained_intron	1	1	0	2	0	0	0	0	0	0	0	0	3	0	1	0	1	2	0	0	0	0	0
PTDSS1	ENSG00000156471	ENST00000518776	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PTDSS1	ENSG00000156471	ENST00000522072	protein_coding	1	1	0	10	0	0	0	0	0	0	0	0	12	0	0	0	1	2	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000340930	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000395218	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000430260	protein_coding	0	0	0	5	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000510126	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000517712	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000517887	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000518509	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000519024	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
PTK2	ENSG00000169398	ENST00000519361	processed_transcript	0	0	0	6	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000519419	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000519465	protein_coding	0	0	0	11	2	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000519654	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000519899	retained_intron	0	0	0	6	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1
PTK2	ENSG00000169398	ENST00000519993	nonsense_mediated_decay	0	0	0	16	2	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000520151	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
PTK2	ENSG00000169398	ENST00000520460	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000520843	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
PTK2	ENSG00000169398	ENST00000520917	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTK2	ENSG00000169398	ENST00000521029	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
PTK2	ENSG00000169398	ENST00000521059	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000521172	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000521250	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000521791	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000521981	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000521986	protein_coding	0	0	0	11	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000522684	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000522950	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000523435	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000523474	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000523539	protein_coding	0	0	0	11	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000523670	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
PTK2	ENSG00000169398	ENST00000523746	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000523805	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000524202	nonsense_mediated_decay	0	0	0	15	1	0	0	0	0	0	1	0	12	0	1	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000524357	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000535192	protein_coding	0	0	0	14	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
PTK2	ENSG00000169398	ENST00000538769	protein_coding	0	0	0	11	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
PTK2B	ENSG00000120899	ENST00000338238	protein_coding	0	11	1	42	1	0	1	0	0	0	11	0	31	1	0	0	0	4	0	0	0	9	0
PTK2B	ENSG00000120899	ENST00000346049	protein_coding	0	11	1	42	1	0	1	0	0	0	11	0	30	1	0	0	0	4	0	0	0	9	1
PTK2B	ENSG00000120899	ENST00000397497	protein_coding	0	2	1	25	0	0	0	0	0	0	4	0	20	1	0	0	0	2	0	0	0	2	1
PTK2B	ENSG00000120899	ENST00000397501	protein_coding	0	11	1	42	1	0	1	0	0	0	11	0	31	1	0	0	0	4	0	0	0	9	0
PTK2B	ENSG00000120899	ENST00000412793	protein_coding	0	4	0	12	0	0	1	0	0	0	6	0	5	0	0	0	0	0	0	0	0	4	0
PTK2B	ENSG00000120899	ENST00000420218	protein_coding	0	11	1	42	1	0	1	0	0	0	11	0	30	1	0	0	0	4	0	0	0	9	1
PTK2B	ENSG00000120899	ENST00000461615	retained_intron	0	0	0	13	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	2
PTK2B	ENSG00000120899	ENST00000482543	retained_intron	0	1	0	11	0	0	0	0	0	0	5	0	1	0	2	0	0	1	0	0	0	0	4
PTK2B	ENSG00000120899	ENST00000495097	retained_intron	0	0	0	14	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	10
PTK2B	ENSG00000120899	ENST00000496920	processed_transcript	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
PTK2B	ENSG00000120899	ENST00000517339	protein_coding	0	11	1	41	1	0	2	0	0	0	11	0	29	1	0	0	0	4	0	0	0	9	0
PTK2B	ENSG00000120899	ENST00000519512	protein_coding	0	0	0	16	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	0	1
PTK2B	ENSG00000120899	ENST00000519650	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PTK2B	ENSG00000120899	ENST00000521000	retained_intron	0	0	0	10	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	3
PTK2B	ENSG00000120899	ENST00000521164	protein_coding	0	3	0	8	0	0	1	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	1
PTK2B	ENSG00000120899	ENST00000522245	retained_intron	0	1	0	21	0	0	0	0	0	0	11	0	2	0	4	0	0	1	0	0	0	0	5
PTK2B	ENSG00000120899	ENST00000522338	protein_coding	0	3	0	5	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	3	0
PTK2B	ENSG00000120899	ENST00000522517	protein_coding	0	4	0	7	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	1
PTK2B	ENSG00000120899	ENST00000544172	protein_coding	0	11	1	42	1	0	1	0	0	0	11	0	31	1	0	0	0	4	0	0	0	9	0
PTP4A3	ENSG00000184489	ENST00000329397	protein_coding	0	0	0	14	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0
PTP4A3	ENSG00000184489	ENST00000349124	protein_coding	0	0	0	14	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0
PTP4A3	ENSG00000184489	ENST00000520105	protein_coding	0	0	0	14	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0
PTP4A3	ENSG00000184489	ENST00000521578	protein_coding	0	0	0	14	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0
PTP4A3	ENSG00000184489	ENST00000523147	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
PTP4A3	ENSG00000184489	ENST00000524028	protein_coding	0	0	0	14	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000313352	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	1
PUF60	ENSG00000179950	ENST00000349157	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000453551	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	1
PUF60	ENSG00000179950	ENST00000456095	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000524570	processed_transcript	0	0	0	6	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000526151	retained_intron	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000526459	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000526683	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000527197	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000527584	retained_intron	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2
PUF60	ENSG00000179950	ENST00000527744	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000528320	retained_intron	0	0	0	5	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2
PUF60	ENSG00000179950	ENST00000528999	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
PUF60	ENSG00000179950	ENST00000529693	retained_intron	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1
PUF60	ENSG00000179950	ENST00000529999	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1
PUF60	ENSG00000179950	ENST00000531897	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000531951	processed_transcript	0	0	0	5	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1
PUF60	ENSG00000179950	ENST00000531995	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000532127	retained_intron	0	0	0	4	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000532884	protein_coding	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
PUF60	ENSG00000179950	ENST00000533162	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
PUF60	ENSG00000179950	ENST00000533362	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
PURG	ENSG00000172733	ENST00000339382	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PURG	ENSG00000172733	ENST00000475541	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PURG	ENSG00000172733	ENST00000523392	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000408388	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PVT1	ENSG00000249859	ENST00000504719	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000512617	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
PVT1	ENSG00000249859	ENST00000513868	lincRNA	0	0	0	7	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000517525	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000517790	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PVT1	ENSG00000249859	ENST00000517838	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000518528	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PVT1	ENSG00000249859	ENST00000519481	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000520913	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000521122	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000521600	lincRNA	0	1	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	2
PVT1	ENSG00000249859	ENST00000521951	lincRNA	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000522414	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
PVT1	ENSG00000249859	ENST00000522875	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2
PVT1	ENSG00000249859	ENST00000522963	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PVT1	ENSG00000249859	ENST00000523068	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PVT1	ENSG00000249859	ENST00000523190	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000523328	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000523427	lincRNA	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PVT1	ENSG00000249859	ENST00000524165	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PXDNL	ENSG00000147485	ENST00000356297	protein_coding	0	3	5	17	0	0	1	0	0	0	0	0	16	5	0	0	0	0	0	0	0	3	0
PXDNL	ENSG00000147485	ENST00000519183	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0
PXDNL	ENSG00000147485	ENST00000522628	nonsense_mediated_decay	0	0	0	11	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	3
PXDNL	ENSG00000147485	ENST00000522933	protein_coding	0	0	1	10	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	5
PXDNL	ENSG00000147485	ENST00000543296	protein_coding	0	3	5	17	0	0	1	0	0	0	0	0	16	5	0	0	0	0	0	0	0	3	0
PYCRL	ENSG00000104524	ENST00000220966	protein_coding	0	0	1	15	3	0	0	0	0	0	4	0	3	1	0	0	0	0	0	0	0	0	5
PYCRL	ENSG00000104524	ENST00000377579	protein_coding	0	1	0	12	1	1	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	5
PYCRL	ENSG00000104524	ENST00000433751	protein_coding	0	0	1	11	1	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	5
PYCRL	ENSG00000104524	ENST00000447926	nonsense_mediated_decay	0	0	0	14	2	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	5
PYCRL	ENSG00000104524	ENST00000462036	processed_transcript	0	0	0	10	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	5
PYCRL	ENSG00000104524	ENST00000482616	retained_intron	0	0	0	12	0	0	0	0	0	0	3	0	3	0	1	0	0	0	0	0	0	0	5
PYCRL	ENSG00000104524	ENST00000495276	processed_transcript	0	0	0	12	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	5
R3HCC1	ENSG00000104679	ENST00000265806	protein_coding	0	3	3	20	0	0	2	0	0	0	9	0	9	3	0	0	0	0	0	0	0	3	0
R3HCC1	ENSG00000104679	ENST00000411463	protein_coding	0	3	5	18	0	0	0	0	0	0	9	0	9	5	0	0	0	0	0	0	0	3	0
R3HCC1	ENSG00000104679	ENST00000517633	processed_transcript	0	0	0	15	0	0	0	0	0	0	13	0	1	0	1	0	0	0	0	0	0	0	0
R3HCC1	ENSG00000104679	ENST00000518454	protein_coding	1	3	3	19	0	0	1	0	0	0	9	0	10	3	0	1	0	0	0	0	0	3	0
R3HCC1	ENSG00000104679	ENST00000518840	protein_coding	0	0	0	17	0	0	2	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0
R3HCC1	ENSG00000104679	ENST00000519952	protein_coding	0	2	2	13	0	0	2	0	0	0	10	0	1	2	0	0	0	0	0	0	0	2	0
R3HCC1	ENSG00000104679	ENST00000520480	protein_coding	0	3	3	20	0	0	0	0	0	0	9	0	8	3	0	0	0	0	0	0	0	3	3
R3HCC1	ENSG00000104679	ENST00000521588	protein_coding	0	0	0	17	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1
R3HCC1	ENSG00000104679	ENST00000522012	processed_transcript	0	0	0	26	0	0	0	0	0	0	9	0	9	0	8	0	0	0	0	0	0	0	0
R3HCC1	ENSG00000104679	ENST00000523720	processed_transcript	0	0	0	25	0	0	0	0	0	0	13	0	4	0	5	0	0	0	0	0	0	0	3
RAB11FIP1	ENSG00000156675	ENST00000287263	protein_coding	0	1	1	4	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0
RAB11FIP1	ENSG00000156675	ENST00000330843	protein_coding	0	1	2	3	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0
RAB11FIP1	ENSG00000156675	ENST00000522727	protein_coding	0	1	1	4	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0
RAB11FIP1	ENSG00000156675	ENST00000522774	retained_intron	0	0	0	6	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0
RAB11FIP1	ENSG00000156675	ENST00000523182	processed_transcript	0	0	0	6	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0
RAB11FIP1	ENSG00000156675	ENST00000524118	protein_coding	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
RAB2A	ENSG00000104388	ENST00000262646	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000429861	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000452437	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RAB2A	ENSG00000104388	ENST00000466595	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000481569	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000525529	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000529579	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000530071	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000531098	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000531289	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RAB2A	ENSG00000104388	ENST00000534260	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000297338	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000517485	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000517749	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000518055	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RAD21	ENSG00000164754	ENST00000519469	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000519837	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000520992	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000522699	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000523547	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RAD21	ENSG00000164754	ENST00000523986	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
RAD54B	ENSG00000197275	ENST00000297592	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
RAD54B	ENSG00000197275	ENST00000336148	protein_coding	0	1	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0
RAD54B	ENSG00000197275	ENST00000463267	nonsense_mediated_decay	0	0	0	10	1	0	0	0	0	0	2	0	6	0	1	0	0	0	0	0	0	0	0
RAD54B	ENSG00000197275	ENST00000518358	retained_intron	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
RAD54B	ENSG00000197275	ENST00000518998	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0
RAD54B	ENSG00000197275	ENST00000523192	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
RAD54B	ENSG00000197275	ENST00000523839	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
RALYL	ENSG00000184672	ENST00000517638	protein_coding	0	0	0	12	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	2
RALYL	ENSG00000184672	ENST00000517988	protein_coding	0	0	0	5	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
RALYL	ENSG00000184672	ENST00000518065	retained_intron	0	0	0	6	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0
RALYL	ENSG00000184672	ENST00000518566	protein_coding	0	0	0	12	4	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
RALYL	ENSG00000184672	ENST00000521268	protein_coding	0	0	0	12	3	0	1	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0
